GFLOPs,Utilization (%),Cycles,Energy (uJ),EDP (J*cycle),Area (mm^2),Computes,fJ/Compute,layer
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_38
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_39
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_40
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_41
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_42
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_43
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_44
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_45
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_46
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_47
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_48
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_49
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_50
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_51
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_52
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_53
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_54
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_55
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_56
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_57
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_58
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_59
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_60
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_61
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_62
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_63
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_64
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_65
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_66
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_67
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_68
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_69
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_70
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_71
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_72
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_73
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_74
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_75
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_76
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_77
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_78
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_79
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_80
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_81
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_82
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_83
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_84
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_85
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_86
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_87
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_88
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_89
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_90
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_91
15.96,1.04,18912,4.13,0.0781,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 13316.41, 'Total': 27282.45}",ViT_92
1.99,0.13,465708,13.0,6.05,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 11966.98, 'Total': 27908.19}",ViT_93
23.98,1.56,9682944,1133.92,11000.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 2149.75, 'Total': 9758.7}",ViT_94
23.98,1.56,38731776,4169.09,161000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 1149.75, 'Total': 8970.0}",ViT_95
24.0,1.56,38731776,4097.06,159000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3599.24, 'weights_spad': 2504.45, 'ifmap_spad': 1011.14, 'shared_glb': 246.01, 'DRAM': 1191.41, 'Total': 8815.03}",ViT_96
23.98,1.56,64000,105.98,6.78,0.0,768000,"{'mac': 262.78, 'psum_spad': 3575.98, 'weights_spad': 4860.7, 'ifmap_spad': 915.45, 'shared_glb': 88.0, 'DRAM': 128294.67, 'Total': 137997.57}",ViT_97
