GFLOPs,Utilization (%),Cycles,Energy (uJ),EDP (J*cycle),Area (mm^2),Computes,fJ/Compute,layer
15.96,2.38,18912,2.62,0.0495,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 3329.95, 'Total': 17295.99}",ViT_28
1.99,0.3,465708,8.82,4.11,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 2992.57, 'Total': 18933.78}",ViT_29
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_30
23.98,3.57,38731776,3768.3,146000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 287.44, 'Total': 8107.69}",ViT_31
24.0,3.57,38731776,3648.13,141000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 339.52, 'Total': 7849.14}",ViT_32
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_33
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_34
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_35
15.96,2.38,18912,2.62,0.0495,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 3329.95, 'Total': 17295.99}",ViT_36
1.99,0.3,465708,8.82,4.11,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 2992.57, 'Total': 18933.78}",ViT_37
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_38
23.98,3.57,38731776,3768.3,146000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 287.44, 'Total': 8107.69}",ViT_39
24.0,3.57,38731776,3648.13,141000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 339.52, 'Total': 7849.14}",ViT_40
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_41
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_42
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_43
15.96,2.38,18912,2.62,0.0495,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 3329.95, 'Total': 17295.99}",ViT_44
1.99,0.3,465708,8.82,4.11,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 2992.57, 'Total': 18933.78}",ViT_45
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_46
23.98,3.57,38731776,3768.3,146000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 287.44, 'Total': 8107.69}",ViT_47
24.0,3.57,38731776,3648.13,141000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 339.52, 'Total': 7849.14}",ViT_48
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_49
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_50
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_51
15.96,2.38,18912,2.62,0.0495,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 3329.95, 'Total': 17295.99}",ViT_52
1.99,0.3,465708,8.82,4.11,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 2992.57, 'Total': 18933.78}",ViT_53
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_54
23.98,3.57,38731776,3768.3,146000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 287.44, 'Total': 8107.69}",ViT_55
24.0,3.57,38731776,3648.13,141000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 339.52, 'Total': 7849.14}",ViT_56
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_57
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_58
23.98,3.57,9682944,946.57,9170.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 537.44, 'Total': 8146.39}",ViT_59
15.96,2.38,18912,2.62,0.0495,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 3329.95, 'Total': 17295.99}",ViT_60
1.99,0.3,465708,8.82,4.11,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 2992.57, 'Total': 18933.78}",ViT_61
