GFLOPs,Utilization (%),Cycles,Energy (uJ),EDP (J*cycle),Area (mm^2),Computes,fJ/Compute,layer
191.35,80.0,1229312,1400.91,1720.0,0.0,118013952,"{'mac': 262.78, 'psum_spad': 3367.68, 'weights_spad': 4860.7, 'ifmap_spad': 1109.99, 'shared_glb': 154.8, 'DRAM': 2114.8, 'Total': 11870.75}",Resnet18_00
191.83,80.0,1204224,941.68,1130.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3567.11, 'weights_spad': 2661.59, 'ifmap_spad': 1008.79, 'shared_glb': 236.11, 'DRAM': 409.23, 'Total': 8145.6}",Resnet18_01
191.83,80.0,1204224,941.68,1130.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3567.11, 'weights_spad': 2661.59, 'ifmap_spad': 1008.79, 'shared_glb': 236.11, 'DRAM': 409.23, 'Total': 8145.6}",Resnet18_02
191.83,80.0,1204224,941.68,1130.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3567.11, 'weights_spad': 2661.59, 'ifmap_spad': 1008.79, 'shared_glb': 236.11, 'DRAM': 409.23, 'Total': 8145.6}",Resnet18_03
191.83,80.0,1204224,941.68,1130.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3567.11, 'weights_spad': 2661.59, 'ifmap_spad': 1008.79, 'shared_glb': 236.11, 'DRAM': 409.23, 'Total': 8145.6}",Resnet18_04
167.85,70.0,688128,446.08,307.0,0.0,57802752,"{'mac': 262.78, 'psum_spad': 3468.26, 'weights_spad': 2534.71, 'ifmap_spad': 961.71, 'shared_glb': 126.46, 'DRAM': 363.38, 'Total': 7717.3}",Resnet18_05
167.93,70.0,1376256,908.74,1250.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3518.94, 'weights_spad': 2661.59, 'ifmap_spad': 931.12, 'shared_glb': 94.26, 'DRAM': 392.01, 'Total': 7860.69}",Resnet18_06
111.12,46.67,114688,55.69,6.39,0.0,6422528,"{'mac': 262.78, 'psum_spad': 3290.99, 'weights_spad': 2661.59, 'ifmap_spad': 1307.69, 'shared_glb': 609.76, 'DRAM': 538.27, 'Total': 8671.09}",Resnet18_07
167.93,70.0,1376256,908.74,1250.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3518.94, 'weights_spad': 2661.59, 'ifmap_spad': 931.12, 'shared_glb': 94.26, 'DRAM': 392.01, 'Total': 7860.69}",Resnet18_08
167.93,70.0,1376256,908.74,1250.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3518.94, 'weights_spad': 2661.59, 'ifmap_spad': 931.12, 'shared_glb': 94.26, 'DRAM': 392.01, 'Total': 7860.69}",Resnet18_09
167.93,70.0,688128,483.65,333.0,0.0,57802752,"{'mac': 262.78, 'psum_spad': 3650.74, 'weights_spad': 2661.59, 'ifmap_spad': 1062.92, 'shared_glb': 339.54, 'DRAM': 389.74, 'Total': 8367.3}",Resnet18_10
167.96,70.0,1376256,924.14,1270.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3461.9, 'weights_spad': 2830.75, 'ifmap_spad': 933.47, 'shared_glb': 64.08, 'DRAM': 440.9, 'Total': 7993.88}",Resnet18_11
111.56,46.67,114688,53.09,6.09,0.0,6422528,"{'mac': 262.78, 'psum_spad': 3450.53, 'weights_spad': 2577.01, 'ifmap_spad': 1307.69, 'shared_glb': 399.63, 'DRAM': 269.13, 'Total': 8266.77}",Resnet18_12
167.96,70.0,1376256,924.14,1270.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3461.9, 'weights_spad': 2830.75, 'ifmap_spad': 933.47, 'shared_glb': 64.08, 'DRAM': 440.9, 'Total': 7993.88}",Resnet18_13
167.96,70.0,1376256,924.14,1270.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3461.9, 'weights_spad': 2830.75, 'ifmap_spad': 933.47, 'shared_glb': 64.08, 'DRAM': 440.9, 'Total': 7993.88}",Resnet18_14
167.96,70.0,688128,499.1,343.0,0.0,57802752,"{'mac': 262.78, 'psum_spad': 3782.54, 'weights_spad': 2830.75, 'ifmap_spad': 961.71, 'shared_glb': 248.98, 'DRAM': 547.76, 'Total': 8634.53}",Resnet18_15
167.98,70.0,1376256,961.48,1320.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3664.04, 'weights_spad': 2830.75, 'ifmap_spad': 954.65, 'shared_glb': 182.83, 'DRAM': 421.84, 'Total': 8316.89}",Resnet18_16
111.78,46.67,114688,51.64,5.92,0.0,6422528,"{'mac': 262.78, 'psum_spad': 3397.35, 'weights_spad': 2830.75, 'ifmap_spad': 961.71, 'shared_glb': 168.3, 'DRAM': 420.28, 'Total': 8041.18}",Resnet18_17
167.98,70.0,1376256,961.48,1320.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3664.04, 'weights_spad': 2830.75, 'ifmap_spad': 954.65, 'shared_glb': 182.83, 'DRAM': 421.84, 'Total': 8316.89}",Resnet18_18
167.98,70.0,1376256,961.48,1320.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3664.04, 'weights_spad': 2830.75, 'ifmap_spad': 954.65, 'shared_glb': 182.83, 'DRAM': 421.84, 'Total': 8316.89}",Resnet18_19
19.98,8.33,51200,13.11,0.671,0.0,512000,"{'mac': 262.78, 'psum_spad': 3397.75, 'weights_spad': 4860.7, 'ifmap_spad': 991.37, 'shared_glb': 51.24, 'DRAM': 16048.0, 'Total': 25611.84}",Resnet18_20
