GFLOPs,Utilization (%),Cycles,Energy (uJ),EDP (J*cycle),Area (mm^2),Computes,fJ/Compute,layer
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_24
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_25
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_26
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_27
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_28
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_29
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_30
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_31
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_32
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_33
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_34
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_35
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_36
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_37
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_38
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_39
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_40
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_41
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_42
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_43
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_44
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_45
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_46
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_47
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_48
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_49
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_50
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_51
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_52
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_53
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_54
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_55
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_56
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_57
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_58
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_59
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_60
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_61
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_62
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_63
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_64
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_65
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_66
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_67
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_68
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_69
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_70
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_71
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_72
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_73
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_74
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_75
15.96,4.76,18912,3.12,0.059,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 6659.9, 'Total': 20625.94}",ViT_76
1.99,0.6,465708,10.21,4.76,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 5985.14, 'Total': 21926.35}",ViT_77
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_78
23.98,7.14,38731776,3901.9,151000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3593.7, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 349.33, 'DRAM': 574.87, 'Total': 8395.13}",ViT_79
24.0,7.14,38731776,3805.94,147000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 679.04, 'Total': 8188.66}",ViT_80
23.98,7.14,9682944,1009.02,9770.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 1074.87, 'Total': 8683.82}",ViT_81
