GFLOPs,Utilization (%),Cycles,Energy (uJ),EDP (J*cycle),Area (mm^2),Computes,fJ/Compute,layer
167.89,70.0,1376256,935.2,1290.0,0.0,115605504,"{'mac': 262.78, 'psum_spad': 3575.98, 'weights_spad': 2830.75, 'ifmap_spad': 928.76, 'shared_glb': 108.83, 'DRAM': 382.44, 'Total': 8089.54}",ViT_00
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_01
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_02
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_03
15.96,6.67,18912,2.36,0.0447,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 1664.97, 'Total': 15631.02}",ViT_04
1.99,0.83,465708,8.12,3.78,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 1496.29, 'Total': 17437.49}",ViT_05
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_06
23.98,10.0,38731776,3675.02,142000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3518.94, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 278.58, 'DRAM': 232.26, 'Total': 7906.99}",ViT_07
24.0,10.0,38731776,3569.23,138000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 169.76, 'Total': 7679.38}",ViT_08
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_09
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_10
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_11
15.96,6.67,18912,2.36,0.0447,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 1664.97, 'Total': 15631.02}",ViT_12
1.99,0.83,465708,8.12,3.78,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 1496.29, 'Total': 17437.49}",ViT_13
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_14
23.98,10.0,38731776,3675.02,142000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3518.94, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 278.58, 'DRAM': 232.26, 'Total': 7906.99}",ViT_15
24.0,10.0,38731776,3569.23,138000.0,0.0,464781312,"{'mac': 262.78, 'psum_spad': 3598.13, 'weights_spad': 2504.45, 'ifmap_spad': 961.71, 'shared_glb': 182.55, 'DRAM': 169.76, 'Total': 7679.38}",ViT_16
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_17
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_18
23.98,10.0,9682944,915.35,8860.0,0.0,116195328,"{'mac': 262.78, 'psum_spad': 3494.85, 'weights_spad': 2504.45, 'ifmap_spad': 1109.99, 'shared_glb': 236.88, 'DRAM': 268.72, 'Total': 7877.67}",ViT_19
15.96,6.67,18912,2.36,0.0447,0.0,151296,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.78, 'ifmap_spad': 1703.1, 'shared_glb': 4341.16, 'DRAM': 1664.97, 'Total': 15631.02}",ViT_20
1.99,0.83,465708,8.12,3.78,0.0,465708,"{'mac': 262.78, 'psum_spad': 4969.22, 'weights_spad': 2689.79, 'ifmap_spad': 1703.1, 'shared_glb': 6316.32, 'DRAM': 1496.29, 'Total': 17437.49}",ViT_21
