total_elementwise_ops,total_reduction_ops,total_ops,total_memory_accesses_required,optimal_op_per_byte,psum_spad_intensity,weights_spad_intensity,ifmap_spad_intensity,inter_PE_spatial_intensity,inter_PE_column_spatial_intensity,shared_glb_intensity,DRAM_intensity,GFLOPs (@1GHz),Utilization (%),Cycles,Energy (uJ),EDP(J*cycle),Area (mm^2),Computes,mac fJ/compute,psum_spad fJ/compute,weights_spad fJ/compute,ifmap_spad fJ/compute,shared_glb fJ/compute,DRAM fJ/compute,Total fJ/compute,layer
105415200.0,105124800.0,210540000.0,479835.0,877.55,"{'Total scalar accesses': 214024800.0, 'Op per Byte': 0.49}","{'Total scalar accesses': 107331840.0, 'Op per Byte': 1.96}","{'Total scalar accesses': 131289840.0, 'Op per Byte': 1.6}",{},{},"{'Total scalar accesses': 8075247.0, 'Op per Byte': 26.07}","{'Total scalar accesses': 828315.0, 'Op per Byte': 508.36}",439.39,65.48,479160.0,819.16,393.0,0.0,105415200.0,262.78,3445.51,2535.48,1106.4,169.22,251.45,7770.84,AlexNet_AlexNet_layer1
447897600.0,447710976.0,895608576.0,893280.0,2005.21,"{'Total scalar accesses': 921549312.0, 'Op per Byte': 0.49}","{'Total scalar accesses': 464486400.0, 'Op per Byte': 1.93}","{'Total scalar accesses': 475891200.0, 'Op per Byte': 1.88}",{},{},"{'Total scalar accesses': 12146112.0, 'Op per Byte': 73.74}","{'Total scalar accesses': 7714656.0, 'Op per Byte': 232.18}",575.88,85.71,1555200.0,3541.07,5510.0,0.0,447897600.0,262.78,3495.2,2580.14,961.71,54.98,551.17,7905.99,AlexNet_AlexNet_layer2
149520384.0,149455488.0,298975872.0,1007232.0,593.66,"{'Total scalar accesses': 309943296.0, 'Op per Byte': 0.48}","{'Total scalar accesses': 161021952.0, 'Op per Byte': 1.86}","{'Total scalar accesses': 154312704.0, 'Op per Byte': 1.94}",{},{},"{'Total scalar accesses': 4868736.0, 'Op per Byte': 61.41}","{'Total scalar accesses': 1410432.0, 'Op per Byte': 423.95}",623.86,92.86,479232.0,1160.99,556.0,0.0,149520384.0,262.78,3518.94,2674.6,937.63,68.96,301.86,7764.77,AlexNet_AlexNet_layer3
224280576.0,224215680.0,448496256.0,1478400.0,606.73,"{'Total scalar accesses': 457127424.0, 'Op per Byte': 0.49}","{'Total scalar accesses': 448561152.0, 'Op per Byte': 1.0}","{'Total scalar accesses': 225179136.0, 'Op per Byte': 1.99}",{},{},"{'Total scalar accesses': 3361152.0, 'Op per Byte': 133.44}","{'Total scalar accesses': 17403648.0, 'Op per Byte': 51.54}",623.91,92.86,718848.0,2695.24,1940.0,0.0,224280576.0,262.78,3464.85,4860.7,915.46,30.37,2483.13,12017.29,AlexNet_AlexNet_layer4
149520384.0,149477120.0,298997504.0,1014400.0,589.51,"{'Total scalar accesses': 335382528.0, 'Op per Byte': 0.45}","{'Total scalar accesses': 299040768.0, 'Op per Byte': 1.0}","{'Total scalar accesses': 158865408.0, 'Op per Byte': 1.88}",{},{},"{'Total scalar accesses': 12731392.0, 'Op per Byte': 23.49}","{'Total scalar accesses': 13503488.0, 'Op per Byte': 44.28}",617.74,91.94,484016.0,1934.85,936.0,0.0,149520384.0,262.78,3788.46,4860.74,961.73,176.69,2889.98,12940.39,AlexNet_AlexNet_layer5
