total_elementwise_ops,total_reduction_ops,total_ops,total_memory_accesses_required,optimal_op_per_byte,psum_spad_intensity,weights_spad_intensity,ifmap_spad_intensity,inter_PE_spatial_intensity,inter_PE_column_spatial_intensity,shared_glb_intensity,DRAM_intensity,GFLOPs (@1GHz),Utilization (%),Cycles,Energy (uJ),EDP(J*cycle),Area (mm^2),Computes,mac fJ/compute,psum_spad fJ/compute,weights_spad fJ/compute,ifmap_spad fJ/compute,shared_glb fJ/compute,DRAM fJ/compute,Total fJ/compute,layer
105415200.0,105124800.0,210540000.0,479835.0,219.39,"{'Total scalar accesses': 239580000.0, 'Op per Byte': 0.44}","{'Total scalar accesses': 107331840.0, 'Op per Byte': 1.96}","{'Total scalar accesses': 131769000.0, 'Op per Byte': 1.6}",{},{},"{'Total scalar accesses': 10645287.0, 'Op per Byte': 19.78}","{'Total scalar accesses': 828315.0, 'Op per Byte': 127.09}",461.69,45.15,456019.0,944.45,431.0,0.0,105415200.0,262.78,3829.51,2537.2,1110.56,213.49,1005.79,8959.34,AlexNet_AlexNet_layer1
447897600.0,447710976.0,895608576.0,893280.0,501.3,"{'Total scalar accesses': 922669056.0, 'Op per Byte': 0.49}","{'Total scalar accesses': 453427200.0, 'Op per Byte': 1.98}","{'Total scalar accesses': 512593920.0, 'Op per Byte': 1.75}",{},{},"{'Total scalar accesses': 16111872.0, 'Op per Byte': 55.59}","{'Total scalar accesses': 7566336.0, 'Op per Byte': 59.18}",767.84,75.0,1166400.0,4274.9,4990.0,0.0,447897600.0,262.78,3498.96,2521.66,1026.52,72.16,2162.3,9544.38,AlexNet_AlexNet_layer2
149520384.0,149455488.0,298975872.0,1007232.0,148.41,"{'Total scalar accesses': 307996416.0, 'Op per Byte': 0.49}","{'Total scalar accesses': 161021952.0, 'Op per Byte': 1.86}","{'Total scalar accesses': 186900480.0, 'Op per Byte': 1.6}",{},{},"{'Total scalar accesses': 11736192.0, 'Op per Byte': 25.47}","{'Total scalar accesses': 1848192.0, 'Op per Byte': 80.88}",619.43,60.5,482664.0,1389.6,671.0,0.0,149520384.0,262.78,3499.29,2674.63,1110.0,164.85,1582.18,9293.74,AlexNet_AlexNet_layer3
224280576.0,224215680.0,448496256.0,1478400.0,151.68,"{'Total scalar accesses': 504112128.0, 'Op per Byte': 0.44}","{'Total scalar accesses': 241532928.0, 'Op per Byte': 1.86}","{'Total scalar accesses': 252315648.0, 'Op per Byte': 1.78}",{},{},"{'Total scalar accesses': 32952192.0, 'Op per Byte': 13.61}","{'Total scalar accesses': 2999424.0, 'Op per Byte': 74.76}",411.06,40.15,1091065.0,2189.55,2390.0,0.0,224280576.0,262.78,3797.7,2678.72,1012.51,299.04,1711.81,9762.57,AlexNet_AlexNet_layer4
149520384.0,149477120.0,298997504.0,1014400.0,147.38,"{'Total scalar accesses': 445792256.0, 'Op per Byte': 0.34}","{'Total scalar accesses': 161021952.0, 'Op per Byte': 1.86}","{'Total scalar accesses': 158865408.0, 'Op per Byte': 1.88}",{},{},"{'Total scalar accesses': 10110464.0, 'Op per Byte': 29.57}","{'Total scalar accesses': 11769472.0, 'Op per Byte': 12.7}",917.64,89.63,325832.0,2850.98,929.0,0.0,149520384.0,262.78,4955.13,2675.06,961.87,137.15,10075.51,19067.5,AlexNet_AlexNet_layer5
